Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews
Business,Generative AI for Product Managers,IBM,Specialization,Intermediate,1 - 3 Months,"ChatGPT, Generative AI, Commercialization, Product Management, Product Lifecycle Management, Stakeholder Communications, OpenAI, Technical Product Management, Artificial Intelligence, Team Building, Product Roadmaps, Return On Investment, Product Development, New Product Development, Product Strategy, IBM Cloud, Technical Communication, Artificial Intelligence and Machine Learning (AI/ML), Software Development Tools, Image Analysis",4.8,22000
Business,Project Initiation: Starting a Successful Project,Google,Course,Beginner,1 - 4 Weeks,"Project Scoping, Project Documentation, Project Management Life Cycle, Project Management, Goal Setting, Project Management Software, Stakeholder Management, Cost Benefit Analysis, Resource Allocation, Accountability",4.7,4500
Business,Generative AI for Project Managers,IBM,Specialization,Intermediate,1 - 3 Months,"ChatGPT, Generative AI, OpenAI, Project Management, Project Management Life Cycle, Work Breakdown Structure, Project Planning, Artificial Intelligence, IBM Cloud, Project Documentation, Artificial Intelligence and Machine Learning (AI/ML), Operational Efficiency, Software Development Tools, Augmented and Virtual Reality (AR/VR), Deep Learning, Business Ethics, Automation, Image Analysis, Technical Communication, Natural Language Processing",4.7,4500
Business,Generative AI for Business Intelligence (BI) Analysts,IBM,Specialization,Intermediate,1 - 3 Months,"ChatGPT, Generative AI, Interactive Data Visualization, Business Intelligence, Data Presentation, Infographics, Data Visualization, OpenAI, Dashboard, Data Storytelling, Business Analytics, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Query Languages, SQL, Data Analysis, Software Development Tools, Image Analysis, Technical Communication",4.7,4500
Business,Generative AI for Customer Support,IBM,Specialization,Intermediate,1 - 3 Months,"ChatGPT, Generative AI, Standard Operating Procedure, Customer Support, OpenAI, Customer Service, Technical Support and Services, Customer Analysis, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Customer Insights, Business Process Automation, Software Development Tools, Ethical Standards And Conduct, Augmented and Virtual Reality (AR/VR), Language Interpretation, Translation, and Studies, Deep Learning, Image Analysis, Technical Communication",4.8,8600
Business,IBM IT Scrum Master,IBM,Professional Certificate,Beginner,3 - 6 Months,"Software Development Life Cycle, Agile Software Development, User Story, Sprint Retrospectives, Agile Methodology, DevOps, Kanban Principles, Development Environment, Information Technology, Software Engineering, Computer Hardware, Agile Project Management, Software Architecture, Software Design, Sprint Planning, Cloud Computing, Backlogs, Cloud-Native Computing, Programming Principles, Scrum (Software Development)",4.8,3200
Business,IBM Product Manager,IBM,Professional Certificate,Beginner,3 - 6 Months,"New Product Development, Product Management, Product Lifecycle Management, Agile Software Development, Product Development, Innovation, Product Roadmaps, Agile Methodology, Kanban Principles, Product Planning, Product Strategy, Product Testing, Project Management Life Cycle, Agile Project Management, Product Marketing, User Story, Sprint Retrospectives, Stakeholder Management, Competitive Analysis, Test Planning",4.8,5300
Business,Agentic AI and AI Agents for Leaders,Vanderbilt University,Specialization,Beginner,1 - 3 Months,"ChatGPT, Generative AI, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Business Process Automation, OpenAI, Personalized Service, Automation, Strategic Thinking, Business Transformation, Expense Management, Creative Thinking, Technology Strategies, Productivity Software, Creativity, Business Strategy, Strategic Decision-Making, Digital Transformation, Emerging Technologies, Natural Language Processing",4.7,1200
Business,SAP Technology Consultant,SAP,Professional Certificate,Beginner,3 - 6 Months,"Digital Transformation, Cloud Computing Architecture, Stakeholder Engagement, Consulting, Business Transformation, Relationship Management, Business Consulting, Cloud Computing, Management Consulting, Technical Design, System Design and Implementation, Solution Design, User Feedback, Product Strategy, Technical Consulting, Customer Engagement, System Implementation, Professional Networking, Project Management, SAP Applications",4.8,5500
Business,Generative AI Leadership & Strategy,Vanderbilt University,Specialization,Beginner,1 - 3 Months,"ChatGPT, Ideation, Verification And Validation, Succession Planning, Business Writing, Generative AI, Leadership, Meeting Facilitation, Organizational Leadership, Creative Thinking, Creativity, Strategic Leadership, Artificial Intelligence, Business Leadership, Proposal Writing, Thought Leadership, Communication, Risk Management Framework, OpenAI, Natural Language Processing",4.6,372
Business,Adobe Content Creator,Adobe,Professional Certificate,Beginner,3 - 6 Months,"Social Media Content, Target Audience, Multimedia, Content Creation, Generative AI, Design, Social Media Strategy, Design Elements And Principles, Typography, Social Media Marketing, Graphic and Visual Design, Storyboarding, Graphic Design, Web Content Accessibility Guidelines, Social Media Management, Media Production, Innovation, Adobe Creative Cloud, Data Ethics, Data Integrity",4.8,2200
Business,HRCI Human Resource Associate,HRCI,Professional Certificate,Beginner,3 - 6 Months,"Talent Acquisition, Training and Development, Compensation and Benefits, Adult Learning Principles, Recruitment, Employee Training, Full Cycle Recruitment, Job Analysis, Employee Performance Management, Compensation Management, Job Evaluation, Developing Training Materials, Compensation Strategy, Human Resource Policies, Organizational Structure, Conflict Management, Occupational Safety And Health, Business Continuity Planning, Risk Management, Business Risk Management",4.7,357
Business,Adobe Marketing Specialist,Adobe,Professional Certificate,Beginner,3 - 6 Months,"Content Marketing, Promotional Strategies, Social Media Content, Target Audience, Marketing Channel, Digital Marketing, Marketing Communications, Content Creation, Generative AI, Design, Social Media Strategy, Design Elements And Principles, Typography, Social Media Marketing, Graphic and Visual Design, Marketing Strategies, Marketing Effectiveness, Adobe Creative Cloud, Data Ethics, Data Integrity",4.7,4900
Business,Microsoft 365 Fundamentals,Microsoft,Specialization,Beginner,3 - 6 Months,"Multimedia, Microsoft PowerPoint, Microsoft Excel, Excel Formulas, Microsoft Word, Microsoft 365, Data Visualization, Presentations, Spreadsheet Software, Productivity Software, Data Analysis Software, Data Import/Export, Microsoft Windows, Microsoft Outlook, Proofreading, Editing, Document Management, Technical Documentation, Product Demonstration, Writing",4.8,5000
Business,ChatGPT + Zapier: AI-Powered Email Mastery,Vanderbilt University,Specialization,Beginner,1 - 3 Months,"ChatGPT, Calendar Management, Organizational Skills, Generative AI, Artificial Intelligence, Gmail, HubSpot CRM, Business Process Automation, Google Workspace, Google Sheets, Workflow Management, Data Integration, Automation, Creative Thinking, Creativity, Google Docs, Data Processing, Business Correspondence, Customer Inquiries, Real Time Data",4.8,5100
Business,ChatGPT + Excel: AI-Enhanced Data Analysis & Insight,Vanderbilt University,Specialization,Beginner,1 - 3 Months,"Data Storytelling, ChatGPT, Excel Macros, Excel Formulas, Microsoft Excel, Data Visualization, Data Analysis, Presentations, Generative AI, Artificial Intelligence, Data Cleansing, Data Import/Export, Data Integration, Productivity Software, Data Transformation, Data Validation, Exploratory Data Analysis, Creative Thinking, Creativity, Natural Language Processing",4.8,5100
Business,ChatGPT for Project Management - Leveraging AI for Success,Vanderbilt University,Specialization,Beginner,1 - 3 Months,"ChatGPT, Project Planning, Generative AI, Risk Analysis, Milestones (Project Management), Timelines, Project Risk Management, Project Management, Artificial Intelligence, Organizational Skills, Project Implementation, Project Coordination, Project Documentation, Taking Meeting Minutes, Project Schedules, Work Breakdown Structure, Business Metrics, Creative Thinking, Creativity, Natural Language Processing",4.6,783
Business,Microsoft Business Analyst,Microsoft,Professional Certificate,Beginner,3 - 6 Months,"Microsoft Power Platform, Excel Formulas, Process Flow Diagrams, Business Process Modeling, User Story, Business Requirements, Stakeholder Management, Data Modeling, Microsoft Excel, Microsoft Visio, Software Development Life Cycle, Requirements Analysis, Requirements Elicitation, Quality Management, Pivot Tables And Charts, Power BI, Project Management Life Cycle, Microsoft Power Automate/Flow, Business Analysis, Project Management",4.8,4500
Business,IBM Project Manager,IBM,Professional Certificate,Beginner,3 - 6 Months,"Stakeholder Engagement, Agile Software Development, Project Management Life Cycle, Resource Management, Risk Management, Peer Review, Earned Value Management, Stakeholder Management, Agile Methodology, Project Risk Management, Team Motivation, Kanban Principles, Project Schedules, Project Management Institute (PMI) Methodology, Negotiation, Project Management, IT Management, Interviewing Skills, Professional Networking, Project Coordination",4.8,14000
Business,Project Planning: Putting It All Together,Google,Course,Beginner,1 - 3 Months,"Project Management Life Cycle, Project Management, Project Planning, Communication Planning, Project Documentation, Milestones (Project Management), Project Schedules, Risk Management, Cost Management, Budgeting, Estimation, Procurement, Technical Communication, Strategic Communication",4.8,8000
Business,Foundations of Positive Psychology,University of Pennsylvania,Specialization,Beginner,3 - 6 Months,"Resilience, Goal Setting, Emotional Intelligence, Positivity, Personal Development, Optimism, Science and Research, Research Methodologies, Overcoming Obstacles, Research Design, Empathy, Relationship Building, Learning Strategies, Composure, Self-Awareness, Qualitative Research, Research, Positive Behavior Support, Psychology, Self-Motivation",4.7,3500
Business,Meta Marketing Analytics,Meta,Professional Certificate,Beginner,3 - 6 Months,"Data Storytelling, Business Metrics, Key Performance Indicators (KPIs), Marketing Analytics, Bayesian Statistics, Descriptive Statistics, Marketing Effectiveness, Statistical Hypothesis Testing, Target Audience, Marketing Strategies, Data Cleansing, Pandas (Python Package), Data Modeling, Data Analysis, Data Visualization Software, Spreadsheet Software, A/B Testing, Data Collection, Marketing, Interviewing Skills",4.6,11000
